OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"93491","4","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"817.735","0","9783.035","0","19",Male,"5F2EDC06F34578B8","100","Bronze 1","292","Bronze 1","35-39","","",""
"93491","4","2","Elise Laurent","",BEL,"778.721","9.815","9268.138","0","18",Bot,"Bot8553","598","Bronze 2","607","Bronze 3","","","",""
"93491","4","3","Perry Cohen","Hinal",GBR,"730.953","7.323","8753.242","0","17",Bot,"Bot4231","497","Bronze 1","531","Bronze 2","","","",""
"93491","4","4","Ginette Martin","",FRA,"685.498","6.166","8238.345","0","16",Bot,"Bot7087","532","Bronze 2","542","Bronze 2","","","",""
"93491","4","5","Ayumi Takata","",JPN,"640.705","4.236","7723.449","0","15",Bot,"Bot3968","618","Bronze 3","607","Bronze 3","","","",""
"93491","4","6","Johnny Zhang","",CAN,"598.431","1.009","7208.552","0","14",Bot,"Bot5465","611","Bronze 3","623","Bronze 3","","","",""
"93491","4","7","Ingrid Pettersen","",NOR,"553.923","0.704","6693.655","0","13",Bot,"Bot8279","631","Bronze 3","616","Bronze 3","","","",""
"93491","4","8","Alma Vainio","",FIN,"508.435","0.544","6178.759","0","12",Bot,"Bot5281","634","Bronze 3","620","Bronze 3","","","",""
"93491","4","9","Enid Hampton","",AUS,"464.875","1.272","5663.862","0","11",Bot,"Bot8654","616","Bronze 3","614","Bronze 3","","","",""
"93491","4","10","Judy Velazquez","Sherpa",AUS,"420.686","0.821","5148.965","0","10",Bot,"Bot4720","640","Bronze 3","610","Bronze 3","","","",""
"93491","4","11","Noella Bolduc","",CAN,"376.434","0.65","4634.069","0","9",Bot,"Bot9478","611","Bronze 3","587","Bronze 2","","","",""
"93491","4","12","Lara Kindle","Douvan",LIE,"330.996","0.7","4119.172","0","8",Bot,"Bot1336","554","Bronze 2","535","Bronze 2","","","",""
"93491","4","13","Yolanda Martínez","Hector",NCA,"298.562","12.999","3604.276","0","7",Bot,"Bot1026","523","Bronze 2","501","Bronze 2","","","",""
"93491","4","14","Anna Taloikwai","True Form",SOL,"249.934","7.519","3089.379","0","6",Bot,"Bot4015","387","Bronze 1","393","Bronze 1","","","",""
"93491","4","15","Asia Pace","",ITA,"204.406","4.929","2574.482","0","5",Bot,"Bot5849","406","Bronze 1","403","Bronze 1","","","",""
"93491","4","16","Lola Ledesma","AMO Solutions",ARG,"164.693","4.552","2059.586","0","4",Bot,"Bot2439","498","Bronze 1","502","Bronze 2","","","",""
"93491","4","17","Ana Bautista","Krowen",RSA,"127.049","3.003","1544.689","0","3",Bot,"Bot2602","531","Bronze 2","518","Bronze 2","","","",""
"93491","4","18","Javier Zapata","Optech",COL,"91.846","2.874","1029.793","0","2",Bot,"Bot1318","299","Bronze 1","317","Bronze 1","","","",""
"93491","4","19","Maaike Willems","Monova",NED,"52.659","2.013","514.896","0","1",Bot,"Bot3419","323","Bronze 1","322","Bronze 1","","","",""




INTERMEDIATE LOCATION RESULTS:

EventKey,Pen,Location,Position,Name,Team,Country,Time,DeltaTime,Points,UID
"93491","4","3","5","Enid Hampton","",AUS,"124.817","0.771","1","Bot8654"
"93491","4","3","6","Ingrid Pettersen","",NOR,"124.956","0.91","1","Bot8279"
"93491","4","3","7","Ginette Martin","",FRA,"125.109","1.062","1","Bot7087"
"93491","4","3","8","Alma Vainio","",FIN,"125.152","1.105","1","Bot5281"
"93491","4","3","9","Noella Bolduc","",CAN,"125.219","1.173","1","Bot9478"
"93491","4","3","10","Julien Helleputte","Riders Givrés du Trainer",BEL,"125.227","1.18","1","5F2EDC06F34578B8"
"93491","4","3","11","Yolanda Martínez","Hector",NCA,"125.649","1.603","1","Bot1026"
"93491","4","3","12","Judy Velazquez","Sherpa",AUS,"125.669","1.622","1","Bot4720"
"93491","4","3","13","Elise Laurent","",BEL,"126.656","2.61","1","Bot8553"
"93491","4","3","14","Anna Taloikwai","True Form",SOL,"126.66","2.613","1","Bot4015"
"93491","4","3","15","Lara Kindle","Douvan",LIE,"126.742","2.695","1","Bot1336"
"93491","4","3","16","Ayumi Takata","",JPN,"126.842","2.795","1","Bot3968"
"93491","4","3","17","Ana Bautista","Krowen",RSA,"127.049","3.003","1","Bot2602"
"93491","4","4","1","Johnny Zhang","",CAN,"160.141","0","1","Bot5465"
"93491","4","4","2","Enid Hampton","",AUS,"160.737","0.596","1","Bot8654"
"93491","4","4","3","Yolanda Martínez","Hector",NCA,"160.951","0.81","1","Bot1026"
"93491","4","4","4","Ingrid Pettersen","",NOR,"160.985","0.844","1","Bot8279"
"93491","4","4","5","Julien Helleputte","Riders Givrés du Trainer",BEL,"161.011","0.869","1","5F2EDC06F34578B8"
"93491","4","4","6","Noella Bolduc","",CAN,"161.092","0.951","1","Bot9478"
"93491","4","4","7","Asia Pace","",ITA,"161.098","0.957","1","Bot5849"
"93491","4","4","8","Alma Vainio","",FIN,"161.099","0.958","1","Bot5281"
"93491","4","4","9","Ginette Martin","",FRA,"161.233","1.092","1","Bot7087"
"93491","4","4","10","Judy Velazquez","Sherpa",AUS,"161.25","1.109","1","Bot4720"
"93491","4","4","11","Perry Cohen","Hinal",GBR,"162.943","2.802","1","Bot4231"
"93491","4","4","12","Lara Kindle","Douvan",LIE,"163.512","3.371","1","Bot1336"
"93491","4","4","13","Anna Taloikwai","True Form",SOL,"163.72","3.579","1","Bot4015"
"93491","4","4","14","Ayumi Takata","",JPN,"163.786","3.644","1","Bot3968"
"93491","4","4","15","Elise Laurent","",BEL,"163.91","3.769","1","Bot8553"
"93491","4","4","16","Lola Ledesma","AMO Solutions",ARG,"164.693","4.552","1","Bot2439"
"93491","4","5","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"199.476","0","1","5F2EDC06F34578B8"
"93491","4","5","2","Noella Bolduc","",CAN,"199.524","0.047","1","Bot9478"
"93491","4","5","3","Alma Vainio","",FIN,"199.611","0.135","1","Bot5281"
"93491","4","5","4","Ayumi Takata","",JPN,"199.633","0.156","1","Bot3968"
"93491","4","5","5","Ingrid Pettersen","",NOR,"199.935","0.459","1","Bot8279"
"93491","4","5","6","Johnny Zhang","",CAN,"200.477","1.001","1","Bot5465"
"93491","4","5","7","Judy Velazquez","Sherpa",AUS,"200.482","1.006","1","Bot4720"
"93491","4","5","8","Enid Hampton","",AUS,"200.625","1.149","1","Bot8654"
"93491","4","5","9","Elise Laurent","",BEL,"200.853","1.377","1","Bot8553"
"93491","4","5","10","Lara Kindle","Douvan",LIE,"200.88","1.404","1","Bot1336"
"93491","4","5","11","Yolanda Martínez","Hector",NCA,"201.541","2.064","1","Bot1026"
"93491","4","5","12","Ginette Martin","",FRA,"201.616","2.14","1","Bot7087"
"93491","4","5","13","Perry Cohen","Hinal",GBR,"202.964","3.487","1","Bot4231"
"93491","4","5","14","Anna Taloikwai","True Form",SOL,"203.617","4.141","1","Bot4015"
"93491","4","5","15","Asia Pace","",ITA,"204.406","4.929","1","Bot5849"
"93491","4","6","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"242.415","0","1","5F2EDC06F34578B8"
"93491","4","6","2","Johnny Zhang","",CAN,"242.431","0.016","1","Bot5465"
"93491","4","6","3","Noella Bolduc","",CAN,"242.554","0.139","1","Bot9478"
"93491","4","6","4","Enid Hampton","",AUS,"242.56","0.144","1","Bot8654"
"93491","4","6","5","Ayumi Takata","",JPN,"242.584","0.169","1","Bot3968"
"93491","4","6","6","Elise Laurent","",BEL,"242.609","0.194","1","Bot8553"
"93491","4","6","7","Alma Vainio","",FIN,"242.69","0.274","1","Bot5281"
"93491","4","6","8","Lara Kindle","Douvan",LIE,"242.73","0.315","1","Bot1336"
"93491","4","6","9","Ingrid Pettersen","",NOR,"242.764","0.349","1","Bot8279"
"93491","4","6","10","Judy Velazquez","Sherpa",AUS,"242.85","0.435","1","Bot4720"
"93491","4","6","11","Perry Cohen","Hinal",GBR,"243.477","1.061","1","Bot4231"
"93491","4","6","12","Ginette Martin","",FRA,"244.146","1.731","1","Bot7087"
"93491","4","6","13","Yolanda Martínez","Hector",NCA,"246.546","4.131","1","Bot1026"
"93491","4","6","14","Anna Taloikwai","True Form",SOL,"249.934","7.519","1","Bot4015"
"93491","4","7","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"285.563","0","1","5F2EDC06F34578B8"
"93491","4","7","2","Perry Cohen","Hinal",GBR,"285.715","0.152","1","Bot4231"
"93491","4","7","3","Ginette Martin","",FRA,"285.966","0.403","1","Bot7087"
"93491","4","7","4","Ayumi Takata","",JPN,"286.039","0.476","1","Bot3968"
"93491","4","7","5","Noella Bolduc","",CAN,"286.151","0.588","1","Bot9478"
"93491","4","7","6","Alma Vainio","",FIN,"286.152","0.589","1","Bot5281"
"93491","4","7","7","Ingrid Pettersen","",NOR,"286.246","0.683","1","Bot8279"
"93491","4","7","8","Judy Velazquez","Sherpa",AUS,"286.495","0.932","1","Bot4720"
"93491","4","7","9","Johnny Zhang","",CAN,"286.507","0.943","1","Bot5465"
"93491","4","7","10","Elise Laurent","",BEL,"286.536","0.973","1","Bot8553"
"93491","4","7","11","Enid Hampton","",AUS,"286.8","1.237","1","Bot8654"
"93491","4","7","12","Lara Kindle","Douvan",LIE,"286.849","1.286","1","Bot1336"
"93491","4","7","13","Yolanda Martínez","Hector",NCA,"298.562","12.999","1","Bot1026"
"93491","4","8","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"330.296","0","1","5F2EDC06F34578B8"
"93491","4","8","2","Perry Cohen","Hinal",GBR,"330.396","0.099","1","Bot4231"
"93491","4","8","3","Ingrid Pettersen","",NOR,"330.545","0.249","1","Bot8279"
"93491","4","8","4","Johnny Zhang","",CAN,"330.571","0.275","1","Bot5465"
"93491","4","8","5","Enid Hampton","",AUS,"330.622","0.326","1","Bot8654"
"93491","4","8","6","Ayumi Takata","",JPN,"330.657","0.361","1","Bot3968"
"93491","4","8","7","Ginette Martin","",FRA,"330.684","0.388","1","Bot7087"
"93491","4","8","8","Judy Velazquez","Sherpa",AUS,"330.761","0.465","1","Bot4720"
"93491","4","8","9","Elise Laurent","",BEL,"330.778","0.482","1","Bot8553"
"93491","4","8","10","Alma Vainio","",FIN,"330.795","0.499","1","Bot5281"
"93491","4","8","11","Noella Bolduc","",CAN,"330.909","0.613","1","Bot9478"
"93491","4","8","12","Lara Kindle","Douvan",LIE,"330.996","0.7","1","Bot1336"
"93491","4","9","1","Johnny Zhang","",CAN,"375.784","0","1","Bot5465"
"93491","4","9","2","Perry Cohen","Hinal",GBR,"375.862","0.077","1","Bot4231"
"93491","4","9","3","Julien Helleputte","Riders Givrés du Trainer",BEL,"375.936","0.152","1","5F2EDC06F34578B8"
"93491","4","9","4","Elise Laurent","",BEL,"376.017","0.233","1","Bot8553"
"93491","4","9","5","Ginette Martin","",FRA,"376.107","0.323","1","Bot7087"
"93491","4","9","6","Ingrid Pettersen","",NOR,"376.11","0.326","1","Bot8279"
"93491","4","9","7","Ayumi Takata","",JPN,"376.224","0.44","1","Bot3968"
"93491","4","9","8","Judy Velazquez","Sherpa",AUS,"376.288","0.504","1","Bot4720"
"93491","4","9","9","Alma Vainio","",FIN,"376.293","0.509","1","Bot5281"
"93491","4","9","10","Enid Hampton","",AUS,"376.354","0.57","1","Bot8654"
"93491","4","9","11","Noella Bolduc","",CAN,"376.434","0.65","1","Bot9478"
"93491","4","10","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"419.864","0","1","5F2EDC06F34578B8"
"93491","4","10","2","Perry Cohen","Hinal",GBR,"420.128","0.263","1","Bot4231"
"93491","4","10","3","Johnny Zhang","",CAN,"420.204","0.339","1","Bot5465"
"93491","4","10","4","Enid Hampton","",AUS,"420.214","0.35","1","Bot8654"
"93491","4","10","5","Elise Laurent","",BEL,"420.324","0.46","1","Bot8553"
"93491","4","10","6","Ginette Martin","",FRA,"420.449","0.584","1","Bot7087"
"93491","4","10","7","Ingrid Pettersen","",NOR,"420.471","0.607","1","Bot8279"
"93491","4","10","8","Ayumi Takata","",JPN,"420.617","0.753","1","Bot3968"
"93491","4","10","9","Alma Vainio","",FIN,"420.659","0.794","1","Bot5281"
"93491","4","10","10","Judy Velazquez","Sherpa",AUS,"420.686","0.821","1","Bot4720"
"93491","4","11","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"463.602","0","1","5F2EDC06F34578B8"
"93491","4","11","2","Perry Cohen","Hinal",GBR,"463.991","0.388","1","Bot4231"
"93491","4","11","3","Elise Laurent","",BEL,"464.206","0.604","1","Bot8553"
"93491","4","11","4","Johnny Zhang","",CAN,"464.251","0.648","1","Bot5465"
"93491","4","11","5","Ingrid Pettersen","",NOR,"464.435","0.833","1","Bot8279"
"93491","4","11","6","Ginette Martin","",FRA,"464.47","0.867","1","Bot7087"
"93491","4","11","7","Ayumi Takata","",JPN,"464.666","1.063","1","Bot3968"
"93491","4","11","8","Alma Vainio","",FIN,"464.785","1.182","1","Bot5281"
"93491","4","11","9","Enid Hampton","",AUS,"464.875","1.272","1","Bot8654"
"93491","4","12","1","Perry Cohen","Hinal",GBR,"507.891","0","1","Bot4231"
"93491","4","12","2","Julien Helleputte","Riders Givrés du Trainer",BEL,"507.96","0.069","1","5F2EDC06F34578B8"
"93491","4","12","3","Johnny Zhang","",CAN,"508.007","0.116","1","Bot5465"
"93491","4","12","4","Elise Laurent","",BEL,"508.126","0.235","1","Bot8553"
"93491","4","12","5","Ginette Martin","",FRA,"508.178","0.287","1","Bot7087"
"93491","4","12","6","Ingrid Pettersen","",NOR,"508.19","0.299","1","Bot8279"
"93491","4","12","7","Ayumi Takata","",JPN,"508.318","0.427","1","Bot3968"
"93491","4","12","8","Alma Vainio","",FIN,"508.435","0.544","1","Bot5281"
"93491","4","13","1","Perry Cohen","Hinal",GBR,"553.218","0","1","Bot4231"
"93491","4","13","2","Julien Helleputte","Riders Givrés du Trainer",BEL,"553.385","0.166","1","5F2EDC06F34578B8"
"93491","4","13","3","Elise Laurent","",BEL,"553.553","0.335","1","Bot8553"
"93491","4","13","4","Johnny Zhang","",CAN,"553.667","0.448","1","Bot5465"
"93491","4","13","5","Ayumi Takata","",JPN,"553.769","0.55","1","Bot3968"
"93491","4","13","6","Ginette Martin","",FRA,"553.837","0.618","1","Bot7087"
"93491","4","13","7","Ingrid Pettersen","",NOR,"553.923","0.704","1","Bot8279"
"93491","4","14","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"597.422","0","1","5F2EDC06F34578B8"
"93491","4","14","2","Elise Laurent","",BEL,"597.834","0.411","1","Bot8553"
"93491","4","14","3","Ayumi Takata","",JPN,"598.009","0.587","1","Bot3968"
"93491","4","14","4","Ginette Martin","",FRA,"598.159","0.737","1","Bot7087"
"93491","4","14","5","Perry Cohen","Hinal",GBR,"598.393","0.971","1","Bot4231"
"93491","4","14","6","Johnny Zhang","",CAN,"598.431","1.009","1","Bot5465"
"93491","4","15","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"636.469","0","1","5F2EDC06F34578B8"
"93491","4","15","2","Perry Cohen","Hinal",GBR,"640.376","3.907","1","Bot4231"
"93491","4","15","3","Elise Laurent","",BEL,"640.537","4.067","1","Bot8553"
"93491","4","15","4","Ginette Martin","",FRA,"640.672","4.203","1","Bot7087"
"93491","4","15","5","Ayumi Takata","",JPN,"640.705","4.236","1","Bot3968"
"93491","4","16","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"679.332","0","1","5F2EDC06F34578B8"
"93491","4","16","2","Perry Cohen","Hinal",GBR,"685.218","5.886","1","Bot4231"
"93491","4","16","3","Elise Laurent","",BEL,"685.335","6.003","1","Bot8553"
"93491","4","16","4","Ginette Martin","",FRA,"685.498","6.166","1","Bot7087"
"93491","4","17","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"723.63","0","1","5F2EDC06F34578B8"
"93491","4","17","2","Elise Laurent","",BEL,"730.874","7.244","1","Bot8553"
"93491","4","17","3","Perry Cohen","Hinal",GBR,"730.953","7.323","1","Bot4231"
"93491","4","18","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"768.905","0","1","5F2EDC06F34578B8"
"93491","4","18","2","Elise Laurent","",BEL,"778.721","9.815","1","Bot8553"
"93491","4","19","1","Julien Helleputte","Riders Givrés du Trainer",BEL,"817.735","0","1","5F2EDC06F34578B8"
